AgeBin_Adult,AgeBin_Child,AgeBin_MidAge,AgeBin_Senior,AgeBin_Teen,Embarked_C,Embarked_Q,Embarked_S,FamilySize,Fare,IsAlone,PassengerId,Pclass,Survived,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rare
False,True,False,False,False,False,False,True,3,26.0,0,341,2,1,True,False,False,False,False
True,False,False,False,False,False,False,True,6,263.0,0,342,1,1,False,True,False,False,False
True,False,False,False,False,False,False,True,1,13.0,1,343,2,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,13.0,1,344,2,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,13.0,1,345,2,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,13.0,1,346,2,1,False,True,False,False,False
True,False,False,False,False,False,False,True,1,13.0,1,347,2,1,False,True,False,False,False
True,False,False,False,False,False,False,True,2,16.1,0,348,3,1,False,False,False,True,False
False,True,False,False,False,False,False,True,3,15.9,0,349,3,1,True,False,False,False,False
False,False,True,False,False,False,False,True,1,8.6625,1,350,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,9.225,1,351,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,35.0,1,352,1,0,False,False,True,False,False
False,False,False,False,True,True,False,False,3,7.2292,0,353,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,2,17.8,0,354,3,0,False,False,True,False,False
True,False,False,False,False,True,False,False,1,7.225,1,355,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,9.5,1,356,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,2,55.0,0,357,1,1,False,True,False,False,False
True,False,False,False,False,False,False,True,1,13.0,1,358,2,0,False,True,False,False,False
False,False,False,False,True,False,True,False,1,7.8792,1,359,3,1,False,True,False,False,False
False,False,False,False,True,False,True,False,1,7.8792,1,360,3,1,False,True,False,False,False
True,False,False,False,False,False,False,True,6,27.9,0,361,3,0,False,False,True,False,False
True,False,False,False,False,True,False,False,2,27.7208,0,362,2,0,False,False,True,False,False
False,False,True,False,False,True,False,False,2,14.4542,0,363,3,0,False,False,False,True,False
True,False,False,False,False,False,False,True,1,7.05,1,364,3,0,False,False,True,False,False
True,False,False,False,False,False,True,False,2,15.5,0,365,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.25,1,366,3,0,False,False,True,False,False
False,False,True,False,False,True,False,False,2,75.25,0,367,1,1,False,False,False,True,False
True,False,False,False,False,True,False,False,1,7.2292,1,368,3,1,False,False,False,True,False
False,False,False,False,True,False,True,False,1,7.75,1,369,3,1,False,True,False,False,False
True,False,False,False,False,True,False,False,1,69.3,1,370,1,1,False,False,False,False,True
True,False,False,False,False,True,False,False,2,55.4417,0,371,1,1,False,False,True,False,False
False,False,False,False,True,False,False,True,2,6.4958,0,372,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,1,8.05,1,373,3,0,False,False,True,False,False
True,False,False,False,False,True,False,False,1,135.6333,1,374,1,0,False,False,True,False,False
False,True,False,False,False,False,False,True,5,21.075,0,375,3,0,False,True,False,False,False
False,False,True,False,False,True,False,False,2,82.1708,0,376,1,1,False,False,False,True,False
True,False,False,False,False,False,False,True,1,7.25,1,377,3,1,False,True,False,False,False
True,False,False,False,False,True,False,False,3,211.5,0,378,1,0,False,False,True,False,False
False,False,False,False,True,True,False,False,1,4.0125,1,379,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,1,7.775,1,380,3,0,False,False,True,False,False
False,False,True,False,False,True,False,False,1,227.525,1,381,1,1,False,True,False,False,False
False,True,False,False,False,True,False,False,3,15.7417,0,382,3,1,False,True,False,False,False
True,False,False,False,False,False,False,True,1,7.925,1,383,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,2,52.0,0,384,1,1,False,False,False,True,False
True,False,False,False,False,False,False,True,1,7.8958,1,385,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,1,73.5,1,386,2,0,False,False,True,False,False
False,True,False,False,False,False,False,True,8,46.9,0,387,3,0,True,False,False,False,False
True,False,False,False,False,False,False,True,1,13.0,1,388,2,1,False,True,False,False,False
True,False,False,False,False,False,True,False,1,7.7292,1,389,3,0,False,False,True,False,False
False,False,False,False,True,True,False,False,1,12.0,1,390,2,1,False,True,False,False,False
True,False,False,False,False,False,False,True,4,120.0,0,391,1,1,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.7958,1,392,3,1,False,False,True,False,False
True,False,False,False,False,False,False,True,3,7.925,0,393,3,0,False,False,True,False,False
True,False,False,False,False,True,False,False,2,113.275,0,394,1,1,False,True,False,False,False
True,False,False,False,False,False,False,True,3,16.7,0,395,3,1,False,False,False,True,False
True,False,False,False,False,False,False,True,1,7.7958,1,396,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.8542,1,397,3,0,False,True,False,False,False
False,False,True,False,False,False,False,True,1,26.0,1,398,2,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,10.5,1,399,2,0,False,False,False,False,True
True,False,False,False,False,False,False,True,1,12.65,1,400,2,1,False,False,False,True,False
True,False,False,False,False,False,False,True,1,7.925,1,401,3,1,False,False,True,False,False
True,False,False,False,False,False,False,True,1,8.05,1,402,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,2,9.825,0,403,3,0,False,True,False,False,False
True,False,False,False,False,False,False,True,2,15.85,0,404,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,1,8.6625,1,405,3,0,False,True,False,False,False
True,False,False,False,False,False,False,True,2,21.0,0,406,2,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,7.75,1,407,3,0,False,False,True,False,False
False,True,False,False,False,False,False,True,3,18.75,0,408,2,1,True,False,False,False,False
True,False,False,False,False,False,False,True,1,7.775,1,409,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,5,25.4667,0,410,3,0,False,True,False,False,False
True,False,False,False,False,False,False,True,1,7.8958,1,411,3,0,False,False,True,False,False
True,False,False,False,False,False,True,False,1,6.8583,1,412,3,0,False,False,True,False,False
True,False,False,False,False,False,True,False,2,90.0,0,413,1,1,False,True,False,False,False
True,False,False,False,False,False,False,True,1,0.0,1,414,2,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,7.925,1,415,3,1,False,False,True,False,False
True,False,False,False,False,False,False,True,1,8.05,1,416,3,0,False,False,False,True,False
True,False,False,False,False,False,False,True,3,32.5,0,417,2,1,False,False,False,True,False
False,False,False,False,True,False,False,True,3,13.0,0,418,2,1,False,True,False,False,False
True,False,False,False,False,False,False,True,1,13.0,1,419,2,0,False,False,True,False,False
False,False,False,False,True,False,False,True,3,24.15,0,420,3,0,False,True,False,False,False
True,False,False,False,False,True,False,False,1,7.8958,1,421,3,0,False,False,True,False,False
True,False,False,False,False,False,True,False,1,7.7333,1,422,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.875,1,423,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,3,14.4,0,424,3,0,False,False,False,True,False
False,False,False,False,True,False,False,True,3,20.2125,0,425,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.25,1,426,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,2,26.0,0,427,2,1,False,False,False,True,False
False,False,False,False,True,False,False,True,1,26.0,1,428,2,1,False,True,False,False,False
True,False,False,False,False,False,True,False,1,7.75,1,429,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,8.05,1,430,3,1,False,False,True,False,False
True,False,False,False,False,False,False,True,1,26.55,1,431,1,1,False,False,True,False,False
True,False,False,False,False,False,False,True,2,16.1,0,432,3,1,False,False,False,True,False
False,False,True,False,False,False,False,True,2,26.0,0,433,2,1,False,False,False,True,False
False,False,False,False,True,False,False,True,1,7.125,1,434,3,0,False,False,True,False,False
False,False,True,False,False,False,False,True,2,55.9,0,435,1,0,False,False,True,False,False
False,False,False,False,True,False,False,True,4,120.0,0,436,1,1,False,True,False,False,False
True,False,False,False,False,False,False,True,5,34.375,0,437,3,0,False,True,False,False,False
True,False,False,False,False,False,False,True,6,18.75,0,438,2,1,False,False,False,True,False
False,False,False,True,False,False,False,True,6,263.0,0,439,1,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,10.5,1,440,2,0,False,False,True,False,False
False,False,True,False,False,False,False,True,3,26.25,0,441,2,1,False,False,False,True,False
False,False,False,False,True,False,False,True,1,9.5,1,442,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,2,7.775,0,443,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,13.0,1,444,2,1,False,False,False,False,True
True,False,False,False,False,False,False,True,1,8.1125,1,445,3,1,False,False,True,False,False
False,True,False,False,False,False,False,True,3,81.8583,0,446,1,1,True,False,False,False,False
False,False,False,False,True,False,False,True,2,19.5,0,447,2,1,False,True,False,False,False
True,False,False,False,False,False,False,True,1,26.55,1,448,1,1,False,False,True,False,False
False,True,False,False,False,True,False,False,4,19.2583,0,449,3,1,False,True,False,False,False
False,False,True,False,False,False,False,True,1,30.5,1,450,1,1,False,False,False,False,True
True,False,False,False,False,False,False,True,4,27.75,0,451,2,0,False,False,True,False,False
True,False,False,False,False,False,False,True,2,19.9667,0,452,3,0,False,False,True,False,False
True,False,False,False,False,True,False,False,1,27.75,1,453,1,0,False,False,True,False,False
False,False,True,False,False,True,False,False,2,89.1042,0,454,1,1,False,False,True,False,False
True,False,False,False,False,False,False,True,1,8.05,1,455,3,0,False,False,True,False,False
True,False,False,False,False,True,False,False,1,7.8958,1,456,3,1,False,False,True,False,False
False,False,False,True,False,False,False,True,1,26.55,1,457,1,0,False,False,True,False,False
False,False,True,False,False,False,False,True,2,51.8625,0,458,1,1,False,False,False,True,False
False,False,True,False,False,False,False,True,1,10.5,1,459,2,1,False,True,False,False,False
True,False,False,False,False,False,True,False,1,7.75,1,460,3,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,26.55,1,461,1,1,False,False,True,False,False
True,False,False,False,False,False,False,True,1,8.05,1,462,3,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,38.5,1,463,1,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,13.0,1,464,2,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,8.05,1,465,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.05,1,466,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,0.0,1,467,2,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,26.55,1,468,1,0,False,False,True,False,False
True,False,False,False,False,False,True,False,1,7.725,1,469,3,0,False,False,True,False,False
False,True,False,False,False,True,False,False,4,19.2583,0,470,3,1,False,True,False,False,False
True,False,False,False,False,False,False,True,1,7.25,1,471,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,8.6625,1,472,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,4,27.75,0,473,2,1,False,False,False,True,False
True,False,False,False,False,True,False,False,1,13.7917,1,474,2,1,False,False,False,True,False
True,False,False,False,False,False,False,True,1,9.8375,1,475,3,0,False,True,False,False,False
True,False,False,False,False,False,False,True,1,52.0,1,476,1,0,False,False,True,False,False
True,False,False,False,False,False,False,True,2,21.0,0,477,2,0,False,False,True,False,False
True,False,False,False,False,False,False,True,2,7.0458,0,478,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.5208,1,479,3,0,False,False,True,False,False
False,True,False,False,False,False,False,True,2,12.2875,0,480,3,1,False,True,False,False,False
False,False,False,False,True,False,False,True,8,46.9,0,481,3,0,True,False,False,False,False
True,False,False,False,False,False,False,True,1,0.0,1,482,2,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,8.05,1,483,3,0,False,False,True,False,False
False,False,False,True,False,False,False,True,1,9.5875,1,484,3,1,False,False,False,True,False
True,False,False,False,False,True,False,False,2,91.0792,0,485,1,1,False,False,True,False,False
False,False,False,False,True,False,False,True,5,25.4667,0,486,3,0,False,True,False,False,False
True,False,False,False,False,False,False,True,2,90.0,0,487,1,1,False,False,False,True,False
False,False,True,False,False,True,False,False,1,29.7,1,488,1,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,8.05,1,489,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,3,15.9,0,490,3,1,True,False,False,False,False
True,False,False,False,False,False,False,True,2,19.9667,0,491,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.25,1,492,3,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,30.5,1,493,1,0,False,False,True,False,False
False,False,False,True,False,True,False,False,1,49.5042,1,494,1,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,8.05,1,495,3,0,False,False,True,False,False
True,False,False,False,False,True,False,False,1,14.4583,1,496,3,0,False,False,True,False,False
False,False,True,False,False,True,False,False,2,78.2667,0,497,1,1,False,True,False,False,False
True,False,False,False,False,False,False,True,1,15.1,1,498,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,4,151.55,0,499,1,0,False,False,False,True,False
True,False,False,False,False,False,False,True,1,7.7958,1,500,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,1,8.6625,1,501,3,0,False,False,True,False,False
True,False,False,False,False,False,True,False,1,7.75,1,502,3,0,False,True,False,False,False
False,False,False,False,True,False,True,False,1,7.6292,1,503,3,0,False,True,False,False,False
True,False,False,False,False,False,False,True,1,9.5875,1,504,3,0,False,True,False,False,False
False,False,False,False,True,False,False,True,1,86.5,1,505,1,1,False,True,False,False,False
False,False,False,False,True,True,False,False,2,108.9,0,506,1,0,False,False,True,False,False
True,False,False,False,False,False,False,True,3,26.0,0,507,2,1,False,False,False,True,False
True,False,False,False,False,False,False,True,1,26.55,1,508,1,1,False,False,True,False,False
True,False,False,False,False,False,False,True,1,22.525,1,509,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,56.4958,1,510,3,1,False,False,True,False,False
True,False,False,False,False,False,True,False,1,7.75,1,511,3,1,False,False,True,False,False
True,False,False,False,False,False,False,True,1,8.05,1,512,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,26.2875,1,513,1,1,False,False,True,False,False
False,False,True,False,False,True,False,False,2,59.4,0,514,1,1,False,False,False,True,False
True,False,False,False,False,False,False,True,1,7.4958,1,515,3,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,34.0208,1,516,1,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,10.5,1,517,2,1,False,False,False,True,False
True,False,False,False,False,False,True,False,1,24.15,1,518,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,2,26.0,0,519,2,1,False,False,False,True,False
True,False,False,False,False,False,False,True,1,7.8958,1,520,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,93.5,1,521,1,1,False,True,False,False,False
True,False,False,False,False,False,False,True,1,7.8958,1,522,3,0,False,False,True,False,False
True,False,False,False,False,True,False,False,1,7.225,1,523,3,0,False,False,True,False,False
False,False,True,False,False,True,False,False,2,57.9792,0,524,1,1,False,False,False,True,False
True,False,False,False,False,True,False,False,1,7.2292,1,525,3,0,False,False,True,False,False
False,False,True,False,False,False,True,False,1,7.75,1,526,3,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,10.5,1,527,2,1,False,True,False,False,False
True,False,False,False,False,False,False,True,1,221.7792,1,528,1,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.925,1,529,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,4,11.5,0,530,2,0,False,False,True,False,False
False,True,False,False,False,False,False,True,3,26.0,0,531,2,1,False,True,False,False,False
True,False,False,False,False,True,False,False,1,7.2292,1,532,3,0,False,False,True,False,False
False,False,False,False,True,True,False,False,3,7.2292,0,533,3,0,False,False,True,False,False
True,False,False,False,False,True,False,False,3,22.3583,0,534,3,1,False,False,False,True,False
True,False,False,False,False,False,False,True,1,8.6625,1,535,3,0,False,True,False,False,False
False,False,False,False,True,False,False,True,3,26.25,0,536,2,1,False,True,False,False,False
False,False,True,False,False,False,False,True,1,26.55,1,537,1,0,False,False,False,False,True
True,False,False,False,False,True,False,False,1,106.425,1,538,1,1,False,True,False,False,False
True,False,False,False,False,False,False,True,1,14.5,1,539,3,0,False,False,True,False,False
True,False,False,False,False,True,False,False,3,49.5,0,540,1,1,False,True,False,False,False
True,False,False,False,False,False,False,True,3,71.0,0,541,1,1,False,True,False,False,False
False,False,False,False,True,False,False,True,7,31.275,0,542,3,0,False,True,False,False,False
False,False,False,False,True,False,False,True,7,31.275,0,543,3,0,False,True,False,False,False
True,False,False,False,False,False,False,True,2,26.0,0,544,2,1,False,False,True,False,False
False,False,True,False,False,True,False,False,2,106.425,0,545,1,0,False,False,True,False,False
False,False,False,True,False,False,False,True,1,26.0,1,546,1,0,False,False,True,False,False
False,False,False,False,True,False,False,True,2,26.0,0,547,2,1,False,False,False,True,False
True,False,False,False,False,True,False,False,1,13.8625,1,548,2,1,False,False,True,False,False
True,False,False,False,False,False,False,True,3,20.525,0,549,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,3,36.75,0,550,2,1,True,False,False,False,False
False,False,False,False,True,True,False,False,3,110.8833,0,551,1,1,False,False,True,False,False
True,False,False,False,False,False,False,True,1,26.0,1,552,2,0,False,False,True,False,False
True,False,False,False,False,False,True,False,1,7.8292,1,553,3,0,False,False,True,False,False
True,False,False,False,False,True,False,False,1,7.225,1,554,3,1,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.775,1,555,3,1,False,True,False,False,False
False,False,False,True,False,False,False,True,1,26.55,1,556,1,0,False,False,True,False,False
False,False,True,False,False,True,False,False,2,39.6,0,557,1,1,False,False,False,False,True
True,False,False,False,False,True,False,False,1,227.525,1,558,1,0,False,False,True,False,False
True,False,False,False,False,False,False,True,3,79.65,0,559,1,1,False,False,False,True,False
True,False,False,False,False,False,False,True,2,17.4,0,560,3,1,False,False,False,True,False
True,False,False,False,False,False,True,False,1,7.75,1,561,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.8958,1,562,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,13.5,1,563,2,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,8.05,1,564,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,1,8.05,1,565,3,0,False,True,False,False,False
True,False,False,False,False,False,False,True,3,24.15,0,566,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,1,7.8958,1,567,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,5,21.075,0,568,3,0,False,False,False,True,False
True,False,False,False,False,True,False,False,1,7.2292,1,569,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.8542,1,570,3,1,False,False,True,False,False
False,False,False,True,False,False,False,True,1,10.5,1,571,2,1,False,False,True,False,False
False,False,True,False,False,False,False,True,3,51.4792,0,572,1,1,False,False,False,True,False
True,False,False,False,False,False,False,True,1,26.3875,1,573,1,1,False,False,True,False,False
False,False,False,False,True,False,True,False,1,7.75,1,574,3,1,False,True,False,False,False
False,False,False,False,True,False,False,True,1,8.05,1,575,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,1,14.5,1,576,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,13.0,1,577,2,1,False,True,False,False,False
True,False,False,False,False,False,False,True,2,55.9,0,578,1,1,False,False,False,True,False
True,False,False,False,False,True,False,False,2,14.4583,0,579,3,0,False,False,False,True,False
True,False,False,False,False,False,False,True,1,7.925,1,580,3,1,False,False,True,False,False
True,False,False,False,False,False,False,True,3,30.0,0,581,2,1,False,True,False,False,False
True,False,False,False,False,True,False,False,3,110.8833,0,582,1,1,False,False,False,True,False
False,False,True,False,False,False,False,True,1,26.0,1,583,2,0,False,False,True,False,False
True,False,False,False,False,True,False,False,1,40.125,1,584,1,0,False,False,True,False,False
True,False,False,False,False,True,False,False,1,8.7125,1,585,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,3,79.65,0,586,1,1,False,True,False,False,False
False,False,True,False,False,False,False,True,1,15.0,1,587,2,0,False,False,True,False,False
False,False,True,False,False,True,False,False,3,79.2,0,588,1,1,False,False,True,False,False
True,False,False,False,False,False,False,True,1,8.05,1,589,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,8.05,1,590,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.125,1,591,3,0,False,False,True,False,False
False,False,True,False,False,True,False,False,2,78.2667,0,592,1,1,False,False,False,True,False
False,False,True,False,False,False,False,True,1,7.25,1,593,3,0,False,False,True,False,False
False,False,False,False,True,False,True,False,3,7.75,0,594,3,0,False,True,False,False,False
True,False,False,False,False,False,False,True,2,26.0,0,595,2,0,False,False,True,False,False
True,False,False,False,False,False,False,True,3,24.15,0,596,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,33.0,1,597,2,1,False,True,False,False,False
False,False,True,False,False,False,False,True,1,0.0,1,598,3,0,False,False,True,False,False
True,False,False,False,False,True,False,False,1,7.225,1,599,3,0,False,False,True,False,False
False,False,True,False,False,True,False,False,2,56.9292,0,600,1,1,False,False,False,False,True
True,False,False,False,False,False,False,True,4,27.0,0,601,2,1,False,False,False,True,False
True,False,False,False,False,False,False,True,1,7.8958,1,602,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,42.4,1,603,1,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,8.05,1,604,3,0,False,False,True,False,False
True,False,False,False,False,True,False,False,1,26.55,1,605,1,1,False,False,True,False,False
True,False,False,False,False,False,False,True,2,15.55,0,606,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.8958,1,607,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,30.5,1,608,1,1,False,False,True,False,False
True,False,False,False,False,True,False,False,4,41.5792,0,609,2,1,False,False,False,True,False
True,False,False,False,False,False,False,True,1,153.4625,1,610,1,1,False,True,False,False,False
True,False,False,False,False,False,False,True,7,31.275,0,611,3,0,False,False,False,True,False
True,False,False,False,False,False,False,True,1,7.05,1,612,3,0,False,False,True,False,False
False,False,False,False,True,False,True,False,2,15.5,0,613,3,1,False,True,False,False,False
True,False,False,False,False,False,True,False,1,7.75,1,614,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,8.05,1,615,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,4,65.0,0,616,2,1,False,True,False,False,False
True,False,False,False,False,False,False,True,3,14.4,0,617,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,2,16.1,0,618,3,0,False,False,False,True,False
False,True,False,False,False,False,False,True,4,39.0,0,619,2,1,False,True,False,False,False
True,False,False,False,False,False,False,True,1,10.5,1,620,2,0,False,False,True,False,False
True,False,False,False,False,True,False,False,2,14.4542,0,621,3,0,False,False,True,False,False
False,False,True,False,False,False,False,True,2,52.5542,0,622,1,1,False,False,True,False,False
False,False,False,False,True,True,False,False,3,15.7417,0,623,3,1,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.8542,1,624,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,16.1,1,625,3,0,False,False,True,False,False
False,False,False,True,False,False,False,True,1,32.3208,1,626,1,0,False,False,True,False,False
False,False,True,False,False,False,True,False,1,12.35,1,627,2,0,False,False,False,False,True
True,False,False,False,False,False,False,True,1,77.9583,1,628,1,1,False,True,False,False,False
True,False,False,False,False,False,False,True,1,7.8958,1,629,3,0,False,False,True,False,False
True,False,False,False,False,False,True,False,1,7.7333,1,630,3,0,False,False,True,False,False
False,False,False,True,False,False,False,True,1,30.0,1,631,1,1,False,False,True,False,False
False,False,True,False,False,False,False,True,1,7.0542,1,632,3,0,False,False,True,False,False
True,False,False,False,False,True,False,False,1,30.5,1,633,1,1,False,False,False,False,True
True,False,False,False,False,False,False,True,1,0.0,1,634,1,0,False,False,True,False,False
False,False,False,False,True,False,False,True,6,27.9,0,635,3,0,False,True,False,False,False
True,False,False,False,False,False,False,True,1,13.0,1,636,2,1,False,True,False,False,False
True,False,False,False,False,False,False,True,1,7.925,1,637,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,3,26.25,0,638,2,0,False,False,True,False,False
False,False,True,False,False,False,False,True,6,39.6875,0,639,3,0,False,False,False,True,False
True,False,False,False,False,False,False,True,2,16.1,0,640,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,1,7.8542,1,641,3,0,False,False,True,False,False
True,False,False,False,False,True,False,False,1,69.3,1,642,1,1,False,False,False,False,True
False,True,False,False,False,False,False,True,6,27.9,0,643,3,0,False,True,False,False,False
True,False,False,False,False,False,False,True,1,56.4958,1,644,3,1,False,False,True,False,False
False,True,False,False,False,True,False,False,4,19.2583,0,645,3,1,False,True,False,False,False
False,False,True,False,False,True,False,False,2,76.7292,0,646,1,1,False,False,True,False,False
False,False,False,False,True,False,False,True,1,7.8958,1,647,3,0,False,False,True,False,False
False,False,True,False,False,True,False,False,1,35.5,1,648,1,1,False,False,False,False,True
True,False,False,False,False,False,False,True,1,7.55,1,649,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.55,1,650,3,1,False,True,False,False,False
True,False,False,False,False,False,False,True,1,7.8958,1,651,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,2,23.0,0,652,2,1,False,True,False,False,False
True,False,False,False,False,False,False,True,1,8.4333,1,653,3,0,False,False,True,False,False
False,False,False,False,True,False,True,False,1,7.8292,1,654,3,1,False,True,False,False,False
False,False,False,False,True,False,True,False,1,6.75,1,655,3,0,False,True,False,False,False
True,False,False,False,False,False,False,True,3,73.5,0,656,2,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.8958,1,657,3,0,False,False,True,False,False
True,False,False,False,False,False,True,False,3,15.5,0,658,3,0,False,False,False,True,False
True,False,False,False,False,False,False,True,1,13.0,1,659,2,0,False,False,True,False,False
False,False,True,False,False,True,False,False,3,113.275,0,660,1,0,False,False,True,False,False
False,False,True,False,False,False,False,True,3,133.65,0,661,1,1,False,False,False,False,True
True,False,False,False,False,True,False,False,1,7.225,1,662,3,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,25.5875,1,663,1,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.4958,1,664,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,2,7.925,0,665,3,1,False,False,True,False,False
True,False,False,False,False,False,False,True,3,73.5,0,666,2,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,13.0,1,667,2,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.775,1,668,3,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,8.05,1,669,3,0,False,False,True,False,False
False,False,True,False,False,False,False,True,2,52.0,0,670,1,1,False,False,False,True,False
True,False,False,False,False,False,False,True,3,39.0,0,671,2,1,False,False,False,True,False
True,False,False,False,False,False,False,True,2,52.0,0,672,1,0,False,False,True,False,False
False,False,False,True,False,False,False,True,1,10.5,1,673,2,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,13.0,1,674,2,1,False,False,True,False,False
True,False,False,False,False,False,False,True,1,0.0,1,675,2,0,False,False,True,False,False
False,False,False,False,True,False,False,True,1,7.775,1,676,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,8.05,1,677,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,1,9.8417,1,678,3,1,False,True,False,False,False
False,False,True,False,False,False,False,True,8,46.9,0,679,3,0,False,False,False,True,False
True,False,False,False,False,True,False,False,2,512.3292,0,680,1,1,False,False,True,False,False
False,False,False,False,True,False,True,False,1,8.1375,1,681,3,0,False,True,False,False,False
True,False,False,False,False,True,False,False,1,76.7292,1,682,1,1,False,False,True,False,False
False,False,False,False,True,False,False,True,1,9.225,1,683,3,0,False,False,True,False,False
